session_id,task_id,agent_type,trial,total_ms,llm_ms,tool_ms,overhead_ms,iterations,tokens,completed,termination,tool_accurate,arg_score,arg_applicable,false_finish,ref_score,ref_applicable,tools,expected,parse_fail,tool_fail,error
qwen25_15b_base_pilot_v1_ref_ctrl_id_download_regex_1,ref_ctrl_id_download,regex,1,1999,1995,0,4,3,4635,True,FINISH,False,0.0,True,False,1.0,False,"search_arxiv_papers,download_arxiv_pdf",download_arxiv_pdf,0,1,
qwen25_15b_base_pilot_v1_ref_ctrl_id_download_regex_2,ref_ctrl_id_download,regex,2,3619,3615,0,4,5,8350,True,FINISH,False,0.0,True,False,1.0,False,"search_arxiv_papers,get_paper_cache_status,search_arxiv_papers,download_arxiv_pdf",download_arxiv_pdf,0,1,
qwen25_15b_base_pilot_v1_state_dl_then_cache_regex_0,state_dl_then_cache,regex,0,1324,1323,0,1,2,3030,True,FINISH,False,0.0,True,True,1.0,False,get_paper_cache_status,"download_arxiv_pdf,get_paper_cache_status",0,1,
qwen25_15b_base_pilot_v1_state_dl_then_cache_regex_1,state_dl_then_cache,regex,1,1453,1451,0,2,2,3063,True,FINISH,False,0.0,True,True,1.0,False,get_paper_cache_status,"download_arxiv_pdf,get_paper_cache_status",0,1,
qwen25_15b_base_pilot_v1_state_dl_then_cache_regex_2,state_dl_then_cache,regex,2,1322,1320,0,2,2,3030,True,FINISH,False,0.0,True,True,1.0,False,get_paper_cache_status,"download_arxiv_pdf,get_paper_cache_status",0,1,
qwen25_15b_base_pilot_v1_multi_cv3_dl1_regex_0,multi_cv3_dl1,regex,0,2872,2869,0,3,4,6218,True,FINISH,False,0.3333333333333333,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,download_arxiv_pdf","get_recently_submitted_cs_papers,download_arxiv_pdf",0,0,
qwen25_15b_base_pilot_v1_multi_cv3_dl1_regex_1,multi_cv3_dl1,regex,1,2884,2880,0,4,4,6163,True,FINISH,False,0.5,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,download_arxiv_pdf","get_recently_submitted_cs_papers,download_arxiv_pdf",0,0,
qwen25_15b_base_pilot_v1_multi_cv3_dl1_regex_2,multi_cv3_dl1,regex,2,2515,2512,0,3,3,4431,True,FINISH,False,0.5,True,True,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers","get_recently_submitted_cs_papers,download_arxiv_pdf",0,0,
qwen25_15b_base_pilot_v1_constraint_search_no_file_regex_0,constraint_search_no_file,regex,0,2974,2971,0,3,4,6326,True,FINISH,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,0,
qwen25_15b_base_pilot_v1_constraint_search_no_file_regex_1,constraint_search_no_file,regex,1,1527,1526,0,1,2,2842,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_base_pilot_v1_constraint_search_no_file_regex_2,constraint_search_no_file,regex,2,1385,1385,0,0,2,2817,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_base_pilot_v1_infeasible_unsupported_action_regex_0,infeasible_unsupported_action,regex,0,1113,1112,0,1,2,2972,True,FINISH,False,0.0,True,False,1.0,False,get_paper_cache_status,,0,0,
qwen25_15b_base_pilot_v1_infeasible_unsupported_action_regex_1,infeasible_unsupported_action,regex,1,1122,1121,0,1,2,2972,True,FINISH,False,0.0,True,False,1.0,False,get_paper_cache_status,,0,0,
qwen25_15b_base_pilot_v1_infeasible_unsupported_action_regex_2,infeasible_unsupported_action,regex,2,1124,1122,0,2,2,2972,True,FINISH,False,0.0,True,False,1.0,False,get_paper_cache_status,,0,0,
