session_id,task_id,agent_type,trial,total_ms,llm_ms,tool_ms,overhead_ms,iterations,tokens,completed,termination,tool_accurate,arg_score,arg_applicable,false_finish,ref_score,ref_applicable,tools,expected,parse_fail,tool_fail,error
qwen25_15b_sft_e1_final_train_r3_constraint_cache_only_regex_0,constraint_cache_only,regex,0,1585,1584,0,1,2,3000,True,FINISH,True,1.0,True,False,1.0,True,get_paper_cache_status,get_paper_cache_status,0,0,
qwen25_15b_sft_e1_final_train_r3_constraint_cache_only_regex_1,constraint_cache_only,regex,1,1564,1562,0,2,2,3000,True,FINISH,True,1.0,True,False,1.0,True,get_paper_cache_status,get_paper_cache_status,0,0,
qwen25_15b_sft_e1_final_train_r3_constraint_cache_only_regex_2,constraint_cache_only,regex,2,1575,1574,0,1,2,3000,True,FINISH,True,1.0,True,False,1.0,True,get_paper_cache_status,get_paper_cache_status,0,0,
qwen25_15b_sft_e1_final_train_r3_constraint_download_only_regex_0,constraint_download_only,regex,0,1571,1570,0,1,2,3105,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_constraint_download_only_regex_1,constraint_download_only,regex,1,1560,1559,0,1,2,3105,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_constraint_download_only_regex_2,constraint_download_only,regex,2,1569,1568,0,1,2,3105,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_constraint_search_only_regex_0,constraint_search_only,regex,0,1790,1788,0,2,2,2777,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_constraint_search_only_regex_1,constraint_search_only,regex,1,1794,1793,0,1,2,2777,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_constraint_search_only_regex_2,constraint_search_only,regex,2,1810,1809,0,1,2,2777,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_constraint_two_downloads_only_regex_0,constraint_two_downloads_only,regex,0,2850,2849,0,1,3,5040,True,FINISH,True,1.0,True,False,1.0,True,"download_arxiv_pdf,download_arxiv_pdf","download_arxiv_pdf,download_arxiv_pdf",0,0,
qwen25_15b_sft_e1_final_train_r3_constraint_two_downloads_only_regex_1,constraint_two_downloads_only,regex,1,2875,2872,0,3,3,5040,True,FINISH,True,1.0,True,False,1.0,True,"download_arxiv_pdf,download_arxiv_pdf","download_arxiv_pdf,download_arxiv_pdf",0,0,
qwen25_15b_sft_e1_final_train_r3_constraint_two_downloads_only_regex_2,constraint_two_downloads_only,regex,2,2839,2835,0,4,3,5040,True,FINISH,True,1.0,True,False,1.0,True,"download_arxiv_pdf,download_arxiv_pdf","download_arxiv_pdf,download_arxiv_pdf",0,0,
qwen25_15b_sft_e1_final_train_r3_infeasible_no_session_regex_0,infeasible_no_session,regex,0,1529,1528,0,1,2,2692,True,FINISH,False,0.0,True,False,1.0,False,translate_arxiv_pdf,,0,1,
qwen25_15b_sft_e1_final_train_r3_infeasible_no_session_regex_1,infeasible_no_session,regex,1,1551,1549,0,2,2,2692,True,FINISH,False,0.0,True,False,1.0,False,translate_arxiv_pdf,,0,1,
qwen25_15b_sft_e1_final_train_r3_infeasible_no_session_regex_2,infeasible_no_session,regex,2,1527,1526,0,1,2,2692,True,FINISH,False,0.0,True,False,1.0,False,translate_arxiv_pdf,,0,1,
qwen25_15b_sft_e1_final_train_r3_infeasible_unknown_id_regex_0,infeasible_unknown_id,regex,0,1697,1696,0,1,2,3023,True,FINISH,False,0.0,True,False,1.0,False,download_arxiv_pdf,,0,1,
qwen25_15b_sft_e1_final_train_r3_infeasible_unknown_id_regex_1,infeasible_unknown_id,regex,1,1592,1591,0,1,2,3019,True,FINISH,False,0.0,True,False,1.0,False,download_arxiv_pdf,,0,1,
qwen25_15b_sft_e1_final_train_r3_infeasible_unknown_id_regex_2,infeasible_unknown_id,regex,2,1600,1599,0,1,2,3019,True,FINISH,False,0.0,True,False,1.0,False,download_arxiv_pdf,,0,1,
qwen25_15b_sft_e1_final_train_r3_infeasible_zero_index_regex_0,infeasible_zero_index,regex,0,1430,1429,0,1,2,3049,True,FINISH,False,0.0,True,False,1.0,False,download_arxiv_pdf,,0,0,
qwen25_15b_sft_e1_final_train_r3_infeasible_zero_index_regex_1,infeasible_zero_index,regex,1,1458,1456,0,2,2,3049,True,FINISH,False,0.0,True,False,1.0,False,download_arxiv_pdf,,0,0,
qwen25_15b_sft_e1_final_train_r3_infeasible_zero_index_regex_2,infeasible_zero_index,regex,2,1430,1429,0,1,2,3049,True,FINISH,False,0.0,True,False,1.0,False,download_arxiv_pdf,,0,0,
qwen25_15b_sft_e1_final_train_r3_multi_cr5_cache1_regex_0,multi_cr5_cache1,regex,0,2596,2593,0,3,3,4391,True,FINISH,True,1.0,True,False,1.0,True,"get_recently_submitted_cs_papers,get_paper_cache_status","get_recently_submitted_cs_papers,get_paper_cache_status",0,0,
qwen25_15b_sft_e1_final_train_r3_multi_cr5_cache1_regex_1,multi_cr5_cache1,regex,1,2574,2571,0,3,3,4391,True,FINISH,True,1.0,True,False,1.0,True,"get_recently_submitted_cs_papers,get_paper_cache_status","get_recently_submitted_cs_papers,get_paper_cache_status",0,0,
qwen25_15b_sft_e1_final_train_r3_multi_cr5_cache1_regex_2,multi_cr5_cache1,regex,2,2596,2594,0,2,3,4391,True,FINISH,True,1.0,True,False,1.0,True,"get_recently_submitted_cs_papers,get_paper_cache_status","get_recently_submitted_cs_papers,get_paper_cache_status",0,0,
qwen25_15b_sft_e1_final_train_r3_multi_lg10_dl3_regex_0,multi_lg10_dl3,regex,0,2616,2612,0,4,3,4503,True,FINISH,True,1.0,True,False,1.0,True,"get_recently_submitted_cs_papers,download_arxiv_pdf","get_recently_submitted_cs_papers,download_arxiv_pdf",0,0,
qwen25_15b_sft_e1_final_train_r3_multi_lg10_dl3_regex_1,multi_lg10_dl3,regex,1,2613,2610,0,3,3,4503,True,FINISH,True,1.0,True,False,1.0,True,"get_recently_submitted_cs_papers,download_arxiv_pdf","get_recently_submitted_cs_papers,download_arxiv_pdf",0,0,
qwen25_15b_sft_e1_final_train_r3_multi_lg10_dl3_regex_2,multi_lg10_dl3,regex,2,2612,2608,0,4,3,4503,True,FINISH,True,1.0,True,False,1.0,True,"get_recently_submitted_cs_papers,download_arxiv_pdf","get_recently_submitted_cs_papers,download_arxiv_pdf",0,0,
qwen25_15b_sft_e1_final_train_r3_opt_force_tr_regex_0,opt_force_tr,regex,0,1518,1517,0,1,2,3029,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_opt_force_tr_regex_1,opt_force_tr,regex,1,1530,1529,0,1,2,3029,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_opt_force_tr_regex_2,opt_force_tr,regex,2,1516,1514,0,2,2,3029,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_opt_keep_dual_regex_0,opt_keep_dual,regex,0,1542,1540,0,2,2,3037,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_opt_keep_dual_regex_1,opt_keep_dual,regex,1,1524,1523,0,1,2,3037,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_opt_keep_dual_regex_2,opt_keep_dual,regex,2,1544,1541,0,3,2,3037,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_opt_threads_regex_0,opt_threads,regex,0,1526,1526,0,0,2,3037,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_opt_threads_regex_1,opt_threads,regex,1,1541,1540,0,1,2,3037,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_opt_threads_regex_2,opt_threads,regex,2,1529,1528,0,1,2,3037,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_ref_ctrl_null_translate_regex_0,ref_ctrl_null_translate,regex,0,1473,1472,0,1,2,3021,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_ref_ctrl_null_translate_regex_1,ref_ctrl_null_translate,regex,1,1458,1457,0,1,2,3021,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_ref_ctrl_null_translate_regex_2,ref_ctrl_null_translate,regex,2,1471,1471,0,0,2,3021,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_ref_ctrl_word_handover_regex_0,ref_ctrl_word_handover,regex,0,1522,1521,0,1,2,2975,True,FINISH,True,0.0,True,False,0.0,True,download_arxiv_pdf,download_arxiv_pdf,0,1,
qwen25_15b_sft_e1_final_train_r3_ref_ctrl_word_handover_regex_1,ref_ctrl_word_handover,regex,1,1544,1544,0,0,2,2975,True,FINISH,True,0.0,True,False,0.0,True,download_arxiv_pdf,download_arxiv_pdf,0,1,
qwen25_15b_sft_e1_final_train_r3_ref_ctrl_word_handover_regex_2,ref_ctrl_word_handover,regex,2,1531,1530,0,1,2,2975,True,FINISH,True,0.0,True,False,0.0,True,download_arxiv_pdf,download_arxiv_pdf,0,1,
qwen25_15b_sft_e1_final_train_r3_ref_ctrl_word_marionette_regex_0,ref_ctrl_word_marionette,regex,0,1489,1488,0,1,2,3099,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_ref_ctrl_word_marionette_regex_1,ref_ctrl_word_marionette,regex,1,1468,1467,0,1,2,3099,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_ref_ctrl_word_marionette_regex_2,ref_ctrl_word_marionette,regex,2,1482,1480,0,2,2,3099,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_ref_stress_image_restoration_regex_0,ref_stress_image_restoration,regex,0,1471,1470,0,1,2,2982,True,FINISH,True,0.0,True,False,0.0,True,download_arxiv_pdf,download_arxiv_pdf,0,1,
qwen25_15b_sft_e1_final_train_r3_ref_stress_image_restoration_regex_1,ref_stress_image_restoration,regex,1,1485,1484,0,1,2,2982,True,FINISH,True,0.0,True,False,0.0,True,download_arxiv_pdf,download_arxiv_pdf,0,1,
qwen25_15b_sft_e1_final_train_r3_ref_stress_image_restoration_regex_2,ref_stress_image_restoration,regex,2,1475,1474,0,1,2,2982,True,FINISH,True,0.0,True,False,0.0,True,download_arxiv_pdf,download_arxiv_pdf,0,1,
qwen25_15b_sft_e1_final_train_r3_ref_stress_state_across_regex_0,ref_stress_state_across,regex,0,1478,1477,0,1,2,3001,True,FINISH,True,0.0,True,False,0.0,True,get_paper_cache_status,get_paper_cache_status,0,1,
qwen25_15b_sft_e1_final_train_r3_ref_stress_state_across_regex_1,ref_stress_state_across,regex,1,1463,1461,0,2,2,3001,True,FINISH,True,0.0,True,False,0.0,True,get_paper_cache_status,get_paper_cache_status,0,1,
qwen25_15b_sft_e1_final_train_r3_ref_stress_state_across_regex_2,ref_stress_state_across,regex,2,1474,1473,0,1,2,3001,True,FINISH,True,0.0,True,False,0.0,True,get_paper_cache_status,get_paper_cache_status,0,1,
qwen25_15b_sft_e1_final_train_r3_ref_stress_uncertainty_aware_regex_0,ref_stress_uncertainty_aware,regex,0,1484,1481,0,3,2,3125,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_ref_stress_uncertainty_aware_regex_1,ref_stress_uncertainty_aware,regex,1,1484,1482,0,2,2,3125,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_ref_stress_uncertainty_aware_regex_2,ref_stress_uncertainty_aware,regex,2,1481,1479,0,2,2,3125,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_search_AI_30d_25_regex_0,search_AI_30d_25,regex,0,1738,1737,0,1,2,2781,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_AI_30d_25_regex_1,search_AI_30d_25,regex,1,1725,1723,0,2,2,2781,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_AI_30d_25_regex_2,search_AI_30d_25,regex,2,1725,1725,0,0,2,2781,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CL_30d_10_regex_0,search_CL_30d_10,regex,0,1720,1719,0,1,2,2791,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CL_30d_10_regex_1,search_CL_30d_10,regex,1,1731,1729,0,2,2,2791,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CL_30d_10_regex_2,search_CL_30d_10,regex,2,1725,1723,0,2,2,2791,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CL_7d_5_regex_0,search_CL_7d_5,regex,0,1717,1715,0,2,2,2782,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CL_7d_5_regex_1,search_CL_7d_5,regex,1,1721,1719,0,2,2,2782,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CL_7d_5_regex_2,search_CL_7d_5,regex,2,1697,1696,0,1,2,2782,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CR_7d_5_regex_0,search_CR_7d_5,regex,0,1705,1704,0,1,2,2791,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CR_7d_5_regex_1,search_CR_7d_5,regex,1,1712,1710,0,2,2,2791,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CR_7d_5_regex_2,search_CR_7d_5,regex,2,1704,1703,0,1,2,2791,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CV_14d_3_regex_0,search_CV_14d_3,regex,0,1718,1717,0,1,2,2768,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CV_14d_3_regex_1,search_CV_14d_3,regex,1,1729,1727,0,2,2,2768,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_CV_14d_3_regex_2,search_CV_14d_3,regex,2,1712,1711,0,1,2,2768,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_LG_14d_1_regex_0,search_LG_14d_1,regex,0,1716,1714,0,2,2,2717,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_LG_14d_1_regex_1,search_LG_14d_1,regex,1,1704,1703,0,1,2,2717,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_LG_14d_1_regex_2,search_LG_14d_1,regex,2,1711,1710,0,1,2,2717,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_LG_3d_10_regex_0,search_LG_3d_10,regex,0,1733,1732,0,1,2,2795,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_LG_3d_10_regex_1,search_LG_3d_10,regex,1,1712,1711,0,1,2,2795,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_LG_3d_10_regex_2,search_LG_3d_10,regex,2,1709,1708,0,1,2,2795,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_RO_3d_8_regex_0,search_RO_3d_8,regex,0,1700,1699,0,1,2,2779,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_RO_3d_8_regex_1,search_RO_3d_8,regex,1,1724,1721,0,3,2,2779,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_RO_3d_8_regex_2,search_RO_3d_8,regex,2,1696,1694,0,2,2,2779,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_kw_llm_regex_0,search_kw_llm,regex,0,1682,1681,0,1,2,2771,True,FINISH,True,1.0,True,False,1.0,False,search_arxiv_papers,search_arxiv_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_kw_llm_regex_1,search_kw_llm,regex,1,1687,1686,0,1,2,2771,True,FINISH,True,1.0,True,False,1.0,False,search_arxiv_papers,search_arxiv_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_search_kw_llm_regex_2,search_kw_llm,regex,2,1687,1685,0,2,2,2771,True,FINISH,True,1.0,True,False,1.0,False,search_arxiv_papers,search_arxiv_papers,0,0,
qwen25_15b_sft_e1_final_train_r3_state_cache_before_dl_regex_0,state_cache_before_dl,regex,0,2368,2366,0,2,3,4780,True,FINISH,True,1.0,True,False,1.0,True,"get_paper_cache_status,download_arxiv_pdf","get_paper_cache_status,download_arxiv_pdf",0,0,
qwen25_15b_sft_e1_final_train_r3_state_cache_before_dl_regex_1,state_cache_before_dl,regex,1,2359,2357,0,2,3,4780,True,FINISH,True,1.0,True,False,1.0,True,"get_paper_cache_status,download_arxiv_pdf","get_paper_cache_status,download_arxiv_pdf",0,0,
qwen25_15b_sft_e1_final_train_r3_state_cache_before_dl_regex_2,state_cache_before_dl,regex,2,2408,2406,0,2,3,4780,True,FINISH,True,1.0,True,False,1.0,True,"get_paper_cache_status,download_arxiv_pdf","get_paper_cache_status,download_arxiv_pdf",0,0,
qwen25_15b_sft_e1_final_train_r3_state_ref_last_active_regex_0,state_ref_last_active,regex,0,1491,1490,0,1,2,3025,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_state_ref_last_active_regex_1,state_ref_last_active,regex,1,1523,1522,0,1,2,3025,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_state_ref_last_active_regex_2,state_ref_last_active,regex,2,1467,1466,0,1,2,3025,True,FINISH,True,1.0,True,False,1.0,True,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_state_ref_last_of_10_regex_0,state_ref_last_of_10,regex,0,1502,1501,0,1,2,3299,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_state_ref_last_of_10_regex_1,state_ref_last_of_10,regex,1,1512,1511,0,1,2,3299,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_state_ref_last_of_10_regex_2,state_ref_last_of_10,regex,2,1497,1496,0,1,2,3299,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_state_ref_ordinal_cn_regex_0,state_ref_ordinal_cn,regex,0,1476,1474,0,2,2,3089,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_state_ref_ordinal_cn_regex_1,state_ref_ordinal_cn,regex,1,1484,1482,0,2,2,3089,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_sft_e1_final_train_r3_state_ref_ordinal_cn_regex_2,state_ref_ordinal_cn,regex,2,1478,1476,0,2,2,3089,True,FINISH,True,1.0,True,False,1.0,True,download_arxiv_pdf,download_arxiv_pdf,0,0,
