session_id,task_id,agent_type,trial,total_ms,llm_ms,tool_ms,overhead_ms,iterations,tokens,completed,termination,tool_accurate,arg_score,arg_applicable,false_finish,ref_score,ref_applicable,tools,expected,parse_fail,tool_fail,error
qwen25_15b_base_v2_62_chain_ro5_dl_three_regex_1,chain_ro5_dl_three,regex,1,2342,2339,0,3,3,4492,True,FINISH,False,0.5,True,True,1.0,False,"get_recently_submitted_cs_papers,download_arxiv_pdf","get_recently_submitted_cs_papers,download_arxiv_pdf,download_arxiv_pdf,download_arxiv_pdf",0,1,
qwen25_15b_base_v2_62_chain_ro5_dl_three_regex_2,chain_ro5_dl_three,regex,2,2507,2505,0,2,3,4505,True,FINISH,False,0.25,True,True,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers","get_recently_submitted_cs_papers,download_arxiv_pdf,download_arxiv_pdf,download_arxiv_pdf",0,1,
qwen25_15b_base_v2_62_constraint_cache_only_regex_0,constraint_cache_only,regex,0,1114,1113,0,1,2,2980,True,FINISH,True,1.0,True,False,1.0,False,get_paper_cache_status,get_paper_cache_status,0,0,
qwen25_15b_base_v2_62_constraint_cache_only_regex_1,constraint_cache_only,regex,1,1065,1063,0,2,2,2969,True,FINISH,True,1.0,True,False,1.0,False,get_paper_cache_status,get_paper_cache_status,0,0,
qwen25_15b_base_v2_62_constraint_cache_only_regex_2,constraint_cache_only,regex,2,1100,1098,0,2,2,2970,True,FINISH,True,1.0,True,False,1.0,False,get_paper_cache_status,get_paper_cache_status,0,0,
qwen25_15b_base_v2_62_constraint_download_only_regex_0,constraint_download_only,regex,0,2064,2061,0,3,3,4769,True,FINISH,False,0.0,True,True,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers",download_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_constraint_download_only_regex_1,constraint_download_only,regex,1,2056,2055,0,1,3,4769,True,FINISH,False,0.0,True,True,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers",download_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_constraint_download_only_regex_2,constraint_download_only,regex,2,2025,2023,0,2,3,4733,True,FINISH,False,0.0,True,True,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers",download_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_constraint_search_only_regex_0,constraint_search_only,regex,0,4825,4821,0,4,6,8114,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,5,
qwen25_15b_base_v2_62_constraint_search_only_regex_1,constraint_search_only,regex,1,5237,5232,0,5,6,8434,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,3,
qwen25_15b_base_v2_62_constraint_search_only_regex_2,constraint_search_only,regex,2,5872,5867,0,5,6,8508,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,5,
qwen25_15b_base_v2_62_constraint_two_downloads_only_regex_0,constraint_two_downloads_only,regex,0,1982,1981,0,1,3,4676,True,FINISH,False,0.0,True,True,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers","download_arxiv_pdf,download_arxiv_pdf",0,1,
qwen25_15b_base_v2_62_constraint_two_downloads_only_regex_1,constraint_two_downloads_only,regex,1,1984,1982,0,2,3,4676,True,FINISH,False,0.0,True,True,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers","download_arxiv_pdf,download_arxiv_pdf",0,1,
qwen25_15b_base_v2_62_constraint_two_downloads_only_regex_2,constraint_two_downloads_only,regex,2,1984,1981,0,3,3,4676,True,FINISH,False,0.0,True,True,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers","download_arxiv_pdf,download_arxiv_pdf",0,1,
qwen25_15b_base_v2_62_infeasible_no_session_regex_0,infeasible_no_session,regex,0,1451,1449,0,2,2,2787,True,FINISH,False,0.0,True,False,1.0,False,translate_arxiv_pdf,,0,1,
qwen25_15b_base_v2_62_infeasible_no_session_regex_1,infeasible_no_session,regex,1,1449,1447,0,2,2,2787,True,FINISH,False,0.0,True,False,1.0,False,translate_arxiv_pdf,,0,1,
qwen25_15b_base_v2_62_infeasible_no_session_regex_2,infeasible_no_session,regex,2,1471,1470,0,1,2,2787,True,FINISH,False,0.0,True,False,1.0,False,translate_arxiv_pdf,,0,1,
qwen25_15b_base_v2_62_infeasible_unknown_id_regex_0,infeasible_unknown_id,regex,0,4193,4188,0,5,6,8789,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,search_arxiv_papers",,0,2,
qwen25_15b_base_v2_62_infeasible_unknown_id_regex_1,infeasible_unknown_id,regex,1,4745,4742,0,3,6,8734,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",,0,5,
qwen25_15b_base_v2_62_infeasible_unknown_id_regex_2,infeasible_unknown_id,regex,2,4209,4204,0,5,6,8790,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers",,0,1,
qwen25_15b_base_v2_62_infeasible_zero_index_regex_0,infeasible_zero_index,regex,0,3845,3841,0,4,6,8038,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",,0,5,
qwen25_15b_base_v2_62_infeasible_zero_index_regex_1,infeasible_zero_index,regex,1,4388,4383,0,5,6,8542,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers",,0,2,
qwen25_15b_base_v2_62_infeasible_zero_index_regex_2,infeasible_zero_index,regex,2,4395,4391,0,4,6,8558,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",,0,4,
qwen25_15b_base_v2_62_multi_cr5_cache1_regex_0,multi_cr5_cache1,regex,0,2128,2126,0,2,3,4455,True,FINISH,True,0.8333333333333333,True,False,1.0,False,"get_recently_submitted_cs_papers,get_paper_cache_status","get_recently_submitted_cs_papers,get_paper_cache_status",0,0,
qwen25_15b_base_v2_62_multi_cr5_cache1_regex_1,multi_cr5_cache1,regex,1,2039,2037,0,2,3,4425,True,FINISH,True,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,get_paper_cache_status","get_recently_submitted_cs_papers,get_paper_cache_status",0,0,
qwen25_15b_base_v2_62_multi_cr5_cache1_regex_2,multi_cr5_cache1,regex,2,2065,2062,0,3,3,4435,True,FINISH,True,0.8333333333333333,True,False,1.0,False,"get_recently_submitted_cs_papers,get_paper_cache_status","get_recently_submitted_cs_papers,get_paper_cache_status",0,0,
qwen25_15b_base_v2_62_multi_lg10_dl3_regex_0,multi_lg10_dl3,regex,0,4431,4427,0,4,6,8266,False,FORCE_STOP,False,0.5,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers","get_recently_submitted_cs_papers,download_arxiv_pdf",0,2,
qwen25_15b_base_v2_62_multi_lg10_dl3_regex_1,multi_lg10_dl3,regex,1,4721,4718,0,3,6,8213,False,FORCE_STOP,False,0.5,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers","get_recently_submitted_cs_papers,download_arxiv_pdf",0,4,
qwen25_15b_base_v2_62_multi_lg10_dl3_regex_2,multi_lg10_dl3,regex,2,4557,4551,0,6,6,8303,False,FORCE_STOP,False,0.5,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers","get_recently_submitted_cs_papers,download_arxiv_pdf",0,3,
qwen25_15b_base_v2_62_opt_force_tr_regex_0,opt_force_tr,regex,0,1243,1241,0,2,2,3047,True,FINISH,True,1.0,True,False,1.0,False,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_opt_force_tr_regex_1,opt_force_tr,regex,1,1271,1270,0,1,2,3053,True,FINISH,True,1.0,True,False,1.0,False,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_opt_force_tr_regex_2,opt_force_tr,regex,2,1259,1257,0,2,2,3053,True,FINISH,True,1.0,True,False,1.0,False,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_opt_keep_dual_regex_0,opt_keep_dual,regex,0,1130,1129,0,1,2,2929,True,FINISH,False,0.0,True,True,1.0,False,search_arxiv_papers,translate_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_opt_keep_dual_regex_1,opt_keep_dual,regex,1,1103,1102,0,1,2,2949,True,FINISH,False,0.0,True,True,1.0,False,search_arxiv_papers,translate_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_opt_keep_dual_regex_2,opt_keep_dual,regex,2,1378,1377,0,1,2,3017,True,FINISH,True,0.0,True,False,1.0,False,translate_arxiv_pdf,translate_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_opt_threads_regex_0,opt_threads,regex,0,1130,1128,0,2,2,2961,True,FINISH,False,0.0,True,True,1.0,False,search_arxiv_papers,translate_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_opt_threads_regex_1,opt_threads,regex,1,1137,1136,0,1,2,2931,True,FINISH,False,0.0,True,True,1.0,False,search_arxiv_papers,translate_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_opt_threads_regex_2,opt_threads,regex,2,1108,1106,0,2,2,2931,True,FINISH,False,0.0,True,True,1.0,False,search_arxiv_papers,translate_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_ref_ctrl_null_translate_regex_0,ref_ctrl_null_translate,regex,0,1133,1132,0,1,2,2948,True,FINISH,False,0.0,True,True,1.0,False,search_arxiv_papers,translate_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_ref_ctrl_null_translate_regex_1,ref_ctrl_null_translate,regex,1,1121,1120,0,1,2,2948,True,FINISH,False,0.0,True,True,1.0,False,search_arxiv_papers,translate_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_ref_ctrl_null_translate_regex_2,ref_ctrl_null_translate,regex,2,1215,1214,0,1,2,2973,True,FINISH,False,0.0,True,True,1.0,False,search_arxiv_papers,translate_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_ref_ctrl_word_handover_regex_0,ref_ctrl_word_handover,regex,0,4438,4433,0,5,6,8954,False,FORCE_STOP,False,0.0,True,False,1.0,False,"get_recently_submitted_cs_papers,download_arxiv_pdf,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers",download_arxiv_pdf,0,1,
qwen25_15b_base_v2_62_ref_ctrl_word_handover_regex_1,ref_ctrl_word_handover,regex,1,4528,4524,0,4,6,8853,False,FORCE_STOP,False,0.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers",download_arxiv_pdf,0,2,
qwen25_15b_base_v2_62_ref_ctrl_word_handover_regex_2,ref_ctrl_word_handover,regex,2,4084,4078,0,6,6,8591,False,FORCE_STOP,False,0.0,True,False,1.0,False,"get_recently_submitted_cs_papers,get_paper_cache_status,get_paper_cache_status,get_paper_cache_status,get_paper_cache_status",download_arxiv_pdf,0,4,
qwen25_15b_base_v2_62_ref_ctrl_word_marionette_regex_0,ref_ctrl_word_marionette,regex,0,3065,3061,0,4,4,6492,True,FINISH,False,0.0,True,True,1.0,False,"search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",download_arxiv_pdf,0,3,
qwen25_15b_base_v2_62_ref_ctrl_word_marionette_regex_1,ref_ctrl_word_marionette,regex,1,4043,4038,0,5,6,8560,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers",download_arxiv_pdf,0,3,
qwen25_15b_base_v2_62_ref_ctrl_word_marionette_regex_2,ref_ctrl_word_marionette,regex,2,4160,4156,0,4,6,8600,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers",download_arxiv_pdf,0,2,
qwen25_15b_base_v2_62_ref_stress_image_restoration_regex_0,ref_stress_image_restoration,regex,0,4228,4224,0,4,6,8382,False,FORCE_STOP,False,0.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers",download_arxiv_pdf,0,5,
qwen25_15b_base_v2_62_ref_stress_image_restoration_regex_1,ref_stress_image_restoration,regex,1,3854,3850,0,4,6,8252,False,FORCE_STOP,False,0.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers",download_arxiv_pdf,0,5,
qwen25_15b_base_v2_62_ref_stress_image_restoration_regex_2,ref_stress_image_restoration,regex,2,3848,3845,0,3,6,8253,False,FORCE_STOP,False,0.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers",download_arxiv_pdf,0,5,
qwen25_15b_base_v2_62_ref_stress_state_across_regex_0,ref_stress_state_across,regex,0,1169,1168,0,1,2,3007,True,FINISH,True,0.0,True,False,1.0,False,get_paper_cache_status,get_paper_cache_status,0,1,
qwen25_15b_base_v2_62_ref_stress_state_across_regex_1,ref_stress_state_across,regex,1,1168,1167,0,1,2,3009,True,FINISH,True,0.0,True,False,1.0,False,get_paper_cache_status,get_paper_cache_status,0,1,
qwen25_15b_base_v2_62_ref_stress_state_across_regex_2,ref_stress_state_across,regex,2,1189,1188,0,1,2,3007,True,FINISH,True,0.0,True,False,1.0,False,get_paper_cache_status,get_paper_cache_status,0,1,
qwen25_15b_base_v2_62_ref_stress_uncertainty_aware_regex_0,ref_stress_uncertainty_aware,regex,0,1421,1420,0,1,2,3200,True,FINISH,True,0.0,True,False,1.0,False,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_ref_stress_uncertainty_aware_regex_1,ref_stress_uncertainty_aware,regex,1,1262,1260,0,2,2,3152,True,FINISH,True,0.0,True,False,1.0,False,download_arxiv_pdf,download_arxiv_pdf,0,0,
qwen25_15b_base_v2_62_ref_stress_uncertainty_aware_regex_2,ref_stress_uncertainty_aware,regex,2,4771,4767,0,4,6,8873,False,FORCE_STOP,False,0.0,True,False,1.0,False,"search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers",download_arxiv_pdf,0,2,
qwen25_15b_base_v2_62_search_AI_30d_25_regex_0,search_AI_30d_25,regex,0,4086,4081,0,5,6,7943,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,4,
qwen25_15b_base_v2_62_search_AI_30d_25_regex_1,search_AI_30d_25,regex,1,4080,4075,0,5,6,7950,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,4,
qwen25_15b_base_v2_62_search_AI_30d_25_regex_2,search_AI_30d_25,regex,2,4558,4553,0,5,6,8385,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers",get_recently_submitted_cs_papers,0,0,
qwen25_15b_base_v2_62_search_CL_30d_10_regex_0,search_CL_30d_10,regex,0,4687,4682,0,5,6,8258,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,4,
qwen25_15b_base_v2_62_search_CL_30d_10_regex_1,search_CL_30d_10,regex,1,1407,1406,0,1,2,2807,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_base_v2_62_search_CL_30d_10_regex_2,search_CL_30d_10,regex,2,4423,4419,0,4,6,8141,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,4,
qwen25_15b_base_v2_62_search_CL_7d_5_regex_0,search_CL_7d_5,regex,0,4073,4069,0,4,6,8050,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers",get_recently_submitted_cs_papers,0,2,
qwen25_15b_base_v2_62_search_CL_7d_5_regex_1,search_CL_7d_5,regex,1,4072,4068,0,4,6,8052,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers",get_recently_submitted_cs_papers,0,2,
qwen25_15b_base_v2_62_search_CL_7d_5_regex_2,search_CL_7d_5,regex,2,1363,1362,0,1,2,2790,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_base_v2_62_search_CR_7d_5_regex_0,search_CR_7d_5,regex,0,4473,4469,0,4,6,8243,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers",get_recently_submitted_cs_papers,0,2,
qwen25_15b_base_v2_62_search_CR_7d_5_regex_1,search_CR_7d_5,regex,1,3942,3938,0,4,6,7960,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,4,
qwen25_15b_base_v2_62_search_CR_7d_5_regex_2,search_CR_7d_5,regex,2,3847,3843,0,4,6,7934,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,4,
qwen25_15b_base_v2_62_search_CV_14d_3_regex_0,search_CV_14d_3,regex,0,2241,2238,0,3,3,4380,True,FINISH,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,1,
qwen25_15b_base_v2_62_search_CV_14d_3_regex_1,search_CV_14d_3,regex,1,4537,4534,0,3,4,6582,True,FINISH,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,download_arxiv_pdf,translate_arxiv_pdf",get_recently_submitted_cs_papers,0,0,
qwen25_15b_base_v2_62_search_CV_14d_3_regex_2,search_CV_14d_3,regex,2,3801,3796,0,5,6,7819,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,4,
qwen25_15b_base_v2_62_search_LG_14d_1_regex_0,search_LG_14d_1,regex,0,4219,4216,0,3,6,7759,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,4,
qwen25_15b_base_v2_62_search_LG_14d_1_regex_1,search_LG_14d_1,regex,1,2307,2306,0,1,3,4306,True,FINISH,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,print_paper_info",get_recently_submitted_cs_papers,0,1,
qwen25_15b_base_v2_62_search_LG_14d_1_regex_2,search_LG_14d_1,regex,2,2955,2952,0,3,4,5939,True,FINISH,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,print_paper_info,print_paper_info",get_recently_submitted_cs_papers,0,2,
qwen25_15b_base_v2_62_search_LG_3d_10_regex_0,search_LG_3d_10,regex,0,1884,1883,0,1,2,2891,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_base_v2_62_search_LG_3d_10_regex_1,search_LG_3d_10,regex,1,4171,4165,0,6,6,8357,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers",get_recently_submitted_cs_papers,0,0,
qwen25_15b_base_v2_62_search_LG_3d_10_regex_2,search_LG_3d_10,regex,2,1928,1927,0,1,2,2898,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_base_v2_62_search_RO_3d_8_regex_0,search_RO_3d_8,regex,0,1400,1398,0,2,2,2794,True,FINISH,True,1.0,True,False,1.0,False,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,0,0,
qwen25_15b_base_v2_62_search_RO_3d_8_regex_1,search_RO_3d_8,regex,1,4498,4494,0,4,6,8087,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,4,
qwen25_15b_base_v2_62_search_RO_3d_8_regex_2,search_RO_3d_8,regex,2,4375,4371,0,4,6,8194,False,FORCE_STOP,False,1.0,True,False,1.0,False,"get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,get_recently_submitted_cs_papers,search_arxiv_papers",get_recently_submitted_cs_papers,0,2,
qwen25_15b_base_v2_62_search_kw_llm_regex_0,search_kw_llm,regex,0,4520,4515,0,5,6,8134,False,FORCE_STOP,False,0.6666666666666666,True,False,1.0,False,"search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers",search_arxiv_papers,0,3,
qwen25_15b_base_v2_62_search_kw_llm_regex_1,search_kw_llm,regex,1,4437,4433,0,4,6,8114,False,FORCE_STOP,False,0.6666666666666666,True,False,1.0,False,"search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers,get_recently_submitted_cs_papers,search_arxiv_papers",search_arxiv_papers,0,3,
